PT,AU,TI,SO,DT,AB,TC,PU,PI,PA,SN,EI,J9,JI,PD,PY,VL,IS,BP,EP,AR,DI,PG,WC,SC,UT,PM,OA,Bronze,Green,Green Accepted,Green Published,Gold,Gold DOAJ ,Gold Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Gooding, HC; Shay, CM; Ning, HY; Gillman, MW; Chiuve, SE; Reis, JP; Allen, NB; Lloyd-Jones, DM",Optimal Lifestyle Components in Young Adulthood Are Associated With Maintaining the Ideal Cardiovascular Health Profile Into Middle Age,JOURNAL OF THE AMERICAN HEART ASSOCIATION,Article,"Background-Middle-aged adults with ideal blood pressure, cholesterol, and glucose levels exhibit substantially lower cardiovascular mortality than those with unfavorable levels. Four healthy lifestyle components-optimal body weight, diet, physical activity, and not smoking-are recommended for cardiovascular health (CVH). This study quantified associations between combinations of healthy lifestyle components measured in young adulthood and loss of the ideal CVH profile into middle age. Methods and Results-Analyses included 2164 young adults in the Coronary Artery Risk Development in Young Adults study with the ideal CVH profile (defined as untreated blood pressure <120/80 mm Hg, total cholesterol <200 mg/dL, fasting blood glucose <100 mg/dL, and absence of cardiovascular disease) at baseline. Cox proportional hazards regression models estimated hazard ratios for loss of the ideal CVH profile over 25 years according to 4 individual and 16 combinations of optimal healthy lifestyle components measured in young adulthood: body mass index, physical activity, nonsmoking status, and diet quality. Models were adjusted for age, sex, race, education, study center, and baseline blood pressure, cholesterol, and glucose. Eighty percent (n=1737) of participants lost the ideal CVH profile by middle age; loss was greatest for young adults with no optimal healthy lifestyle components at baseline. Relative to young adults with no optimal healthy lifestyle components, those with all 4 were less likely to lose the ideal CVH profile (hazard ratio 0.59, 95% CI 0.44-0.80). Combinations that included optimal body mass index and nonsmoking status were each associated with lower risk. Conclusions-Optimal body mass index and not smoking in young adulthood were protective against loss of the ideal CVH profile through middle age. Importance of diet and physical activity may be included through their effects on healthy weight.",20,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2047-9980,,J AM HEART ASSOC,J. Am. Heart Assoc.,NOV,2015,4,11,,,e002048,10.1161/JAHA.115.002048,9,Cardiac & Cardiovascular Systems,Cardiovascular System & Cardiology,WOS:000366615600004,26514160,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Pu, J; Chewning, BA; Johnson, HM; Vanness, DJ; Young, HN; Kreling, DH",Health Behavior Change after Blood Pressure Feedback,PLOS ONE,Article,"Better understanding is needed for antihypertensive medication initiation and lifestyle modification among younger populations with elevated blood pressure. This study aimed to assess health behavior change after receiving a report of elevated blood pressure among African Americans and Caucasians younger than 50 years old. We used the Coronary Artery Risk Development in Young Adults (CARDIA) repository dataset. By examination year twenty, 424 out of 2,478 Caucasian and 2,637 African American participants had received feedback from the CARDIA study due to elevated blood pressure readings. Blood pressure was measured by trained CARDIA researchers at the participant's home and was repeatedly recorded at seven examinations over twenty years. A feedback/referral letter was sent to participants with an elevated blood pressure reading. On average, participants first had an elevated blood pressure reading at the age of 34. After receiving the feedback letter, 44% of the previously undiagnosed participants received a formal diagnosis. In addition, 23% initiated the use of antihypertensive medication if they had not received medication treatment before. Among the participants with at-risk lifestyle behaviors, 40% reduced alcohol consumption, 14% increased exercise level, 11% stopped smoking, and 8% reached normal weight. While none of the studied patient factors were associated with lifestyle modification, age had a positive impact on antihypertensive medication initiation (p<0.05). We found no evidence of differences in health behavior change between African American and Caucasian participants after receiving the feedback letter. This research is one of the first to study what followed after receiving a feedback letter about elevated blood pressure outside of healthcare settings. Although additional referral care and behavior interventions are needed to facilitate medication initiation and lifestyle modification, our observations suggest that providing blood pressure feedback may have promise as part of a multi-method approach involving blood pressure screening and follow up.",5,PUBLIC LIBRARY SCIENCE,SAN FRANCISCO,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,,PLOS ONE,PLoS One,26-Oct,2015,10,10,,,e0141217,10.1371/journal.pone.0141217,12,Multidisciplinary Sciences,Science & Technology - Other Topics,WOS:000363799900029,26501350,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Bai, JL; Xun, PC; Morris, S; Jacobs, DR; Liu, K; He, K",Chromium exposure and incidence of metabolic syndrome among American young adults over a 23-year follow-up: the CARDIA Trace Element Study,SCIENTIFIC REPORTS,Article,"Studies suggest that chromium deficiency is associated with elevated levels of fasting blood glucose, circulating insulin, cholesterol and triglycerides, and decreased proportion of lean body mass. However, data directly relating chromium levels to metabolic syndrome (MetS) risk are lacking. A total of 3,648 American adults from the Coronary Artery Risk Development in Young Adults (CARDIA) study, aged 20-32 years, were prospectively examined for the incidence of MetS and its five components from 1987-88 to 2010-11. Baseline toenail chromium levels were measured with instrumental neutron-activation analysis. Incident MetS was defined by the NCEP-ATP III criteria. During the 23-year follow-up, 878 incident MetS cases were identified. Baseline toenail chromium was inversely associated with incidence of MetS as well as its blood lipid components. The multivariable-adjusted hazard ratio (HR) (95% confidence interval [CI]) of MetS comparing the highest to the lowest quartiles of toenail chromium levels was 0.80 (0.66-0.98; P-linear trend = 0.006). The adjusted HRs were 0.82 (0.68-0.98; P-trend = 0.045) for having abnormal triglycerides levels and 0.75 (0.64-0.88; P-trend = 0.030) for having abnormal HDL cholesterol levels. Toenail chromium levels were inversely and longitudinally associated with incidence of MetS in American young adults. This inverse association was mainly explained by its relation to blood lipids.",16,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",2045-2322,,SCI REP-UK,Sci Rep,22-Oct,2015,5,,,,15606,10.1038/srep15606,8,Multidisciplinary Sciences,Science & Technology - Other Topics,WOS:000363141000001,26489690,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Wang, HF; Jacobs, DR; Gaffo, AL; Gross, MD; Goff, DC; Carr, JJ",Serum Urate and Incident Cardiovascular Disease: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,PLOS ONE,Article,"Objective There is controversy about whether serum urate (sUA) predicts future cardiovascular disease (CVD) independently of classical risk factors, and the age at which any prediction starts. We studied the sUA-CVD association among generally healthy adults. Methods CARDIA recruited 5115 black and white individuals aged 18-30 years in 1985-1986 (year-). Fatal and nonfatal CVD events by year 27 (n = 164) were ascertained during annual contacts and classified using medical records. The association with sUA (year-0, 10, 15 and 20) was modeled using Cox proportional hazards regression, pooling over gender-specific quartiles. Results Mean sUA concentration was higher in men than women, but increased over time in both genders. Those with elevated sUA had worse metabolic profiles that substantially deteriorated over time. Adjusting for demographic and lifestyle factors (the minimal model), baseline sUA concentration was positively associated with incident CVD (hazard ratio (HR) per mg/dL = 1.21; 95% confidence interval: 1.05, 1.39; P = 0.005). This positive association attenuated to nonsignificance in the full model accounting simultaneously for classical CVD risk factors (HR = 1.09; 0.94, 1.27; P = 0.24). Both the minimal and full models appeared to show stronger associations (than year-0 sUA) between year-10 sUA and incident CVD (HR = 1.27 and 1.12, respectively), but sUA was not statistically significant in the full model. Despite fewer events, year-15 sUA showed a significant sUA-CVD association pattern, with minimal model association magnitude comparable to year-10, and remained significant in the full model (HR = 1.19; 1.02, 1.40; P = 0.03). Hyperuricemia at year-15 strongly predicted CVD risk (HR = 2.11; 1.34, 3.33; P = 0.001), with some attenuation in the full model (HR = 1.68; P = 0.04). Conclusions sUA may be an early biomarker for CVD in adults entering middle age. The prediction of CVD by sUA appeared to strengthen with aging. The potential complex relation of sUA with deterioration of a cluster of metabolic abnormalities warrants future exploration.",5,PUBLIC LIBRARY SCIENCE,SAN FRANCISCO,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,,PLOS ONE,PLoS One,18-Sep,2015,10,9,,,e0138067,10.1371/journal.pone.0138067,11,Multidisciplinary Sciences,Science & Technology - Other Topics,WOS:000361790200054,26381512,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Chen, CY; Pereira, MA; Kim, KH; Erickson, D; Jacobs, DR; Zgibor, JC; Chung, T; Sidney, S; Iribarren, C; Fabio, A",Fifteen-Year Prospective Analysis of Television Viewing and Adiposity in African American and Caucasian Men and Women: The CARDIA Study,SAGE OPEN,Article,"There are limited data from long-term prospective studies on the association between television (TV) viewing and obesity. We investigated this association between TV viewing and body mass index (BMI) and waist circumference (WST) over 15 years on 3,269 participants from the Coronary Artery Risk Development in Young Adults (CARDIA) study. We used cross-lagged panel models at exam Years 5, 10, 15, and 20 over 15 years to assess the association between TV viewing and obesity. The cross-lagged effects of TV viewing on anthropometry were significant from exam Year 5 to Year 10 (B = 0.034 for BMI and 0.036 for WST). However, the cross-lagged effects of TV viewing at Years 10 and 15 on obesity at Years 15 and 20, respectively, were nonsignificant. The findings indicate that higher levels of TV viewing predicted higher BMI and WC in young adulthood, but this association was not observed as individuals aged over the following decade.",4,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",2158-2440,,SAGE OPEN,SAGE Open,JUL-SEP,2015,5,3,,,UNSP 2158244015600480,10.1177/2158244015600480,9,"Social Sciences, Interdisciplinary",Social Sciences - Other Topics,WOS:000369477400042,,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Paynter, NP; Kiefe, CI; Lewis, CE; Loria, CM; Goff, DC; Lloyd-Jones, DM",Accumulation of Metabolic Cardiovascular Risk Factors in Black and White Young Adults Over 20 Years,JOURNAL OF THE AMERICAN HEART ASSOCIATION,Article,"Background-Cross-sectional clustering of metabolic risk factors for cardiovascular disease in middle-aged adults is well described, but less is known regarding the order in which risk factors develop through young adulthood and their relation to subclinical atherosclerosis. Method and Results-A total of 3178 black and white women and men in the Coronary Artery Risk Development in Young Adults study were assessed to identify the order in which cardiovascular disease risk factors including diabetes, hypertension, dyslipidemia (low high-density lipoprotein cholesterol or high triglyceride levels), hypercholesterolemia (high total or low-density lipoprotein cholesterol), and obesity develop. Observed patterns of risk factor development were compared with those expected if risk factors accumulated randomly, given their overall distribution in the population. Over the 20 years of follow-up, 80% of participants developed at least 1 risk factor. The first factor to occur was dyslipidemia in 39% of participants, obesity in 20%, hypercholesterolemia in 11%, hypertension in 7%, and diabetes in 1%. Dyslipidemia was the only risk factor both to occur first and to be followed by additional risk factors more often than expected (P<0.001 for both). Order of risk factor accrual did not affect subclinical atherosclerosis at year 20. Results were similar by sex, race, and smoking status. Conclusions-Multiple patterns of cardiovascular risk factor development were observed from young adulthood to middle age. Dyslipidemia, a potentially modifiable condition, often preceded the development of other risk factors and may be a useful target for intervention and monitoring.",5,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2047-9980,,J AM HEART ASSOC,J. Am. Heart Assoc.,APR,2015,4,4,,,e001548,10.1161/JAHA.114.001548,11,Cardiac & Cardiovascular Systems,Cardiovascular System & Cardiology,WOS:000354137300035,25911605,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Launer, LJ; Lewis, CE; Schreiner, PJ; Sidney, S; Battapady, H; Jacobs, DR; Lim, KO; D'Esposito, M; Zhang, Q; Reis, J; Davatzikos, C; Bryan, RN",Vascular Factors and Multiple Measures of Early Brain Health: CARDIA Brain MRI Study,PLOS ONE,Article,"Objective To identify early changes in brain structure and function that are associated with cardiovascular risk factors (CVRF). Design Cross-sectional brain Magnetic Resonance I (MRI) study. Setting Community based cohort in three U.S. sites. Participants A Caucasian and African-American sub-sample (n=680; mean age 50.3 yrs) attending the 25 year follow-up exam of the Coronary Artery Risk Development in Young Adults Study. Primary and Secondary Outcomes 3T brain MR images processed for quantitative estimates of: total brain (TBV) and abnormal white matter (AWM) volume; white matter fractional anisotropy (WM-FA); and gray matter cerebral blood flow (GM-CBF). Total intracranial volume is TBV plus cerebral spinal fluid (TICV). A Global Cognitive Function (GCF) score was derived from tests of speed, memory and executive function. Results Adjusting for TICV and demographic factors, current smoking was significantly associated with lower GM-CBF and TBV, and more AWM (all <0.05); SA with lower GM-CBF, WM-FA and TBV (p=0.01); increasing BMI with decreasing GM-CBF (p<0003); hypertension with lower GM-CBF, WM-FA, and TBV and higher AWM (all <0.05); and diabetes with lower TBV (p=0.007). The GCS was lower as TBV decreased, AWM increased, and WM-FA (all p<0.01). Conclusion In middle age adults, CVRF are associated with brain health, reflected in MRI measures of structure and perfusion, and cognitive functioning. These findings suggest markers of midlife cardiovascular and brain health should be considered as indication for early intervention and future risk of late-life cerebrovascular disease and dementia.",45,PUBLIC LIBRARY SCIENCE,SAN FRANCISCO,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,,PLOS ONE,PLoS One,26-Mar,2015,10,3,,,e0122138,10.1371/journal.pone.0122138,13,Multidisciplinary Sciences,Science & Technology - Other Topics,WOS:000356353700170,25812012,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Kishi, S; Reis, JP; Venkatesh, BA; Gidding, SS; Armstrong, AC; Jacobs, DR; Sidney, S; Wu, CO; Cook, NL; Lewis, CE; Schreiner, PJ; Isogawa, A; Liu, K; Lima, JAC",Race-Ethnic and Sex Differences in Left Ventricular Structure and Function: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,JOURNAL OF THE AMERICAN HEART ASSOCIATION,Article,"Background-We investigated race-ethnic and sex-specific relationships of left ventricular (LV) structure and LV function in African American and white men and women at 43 to 55 years of age. Methods and Results-The Coronary Artery Risk Development in Young Adults (CARDIA) Study enrolled African American and white adults, age 18 to 30 years, from 4 US field centers in 1985-1986 (Year-0) who have been followed prospectively. We included participants with echocardiographic assessment at the Year-25 examination (n=3320; 44% men, 46% African American). The end points of LV structure and function were assessed using conventional echocardiography and speckle-tracking echocardiography. In the multivariable models, we used, in addition to race-ethnic and gender terms, demographic (age, physical activity, and educational level) and cardiovascular risk variables (body mass index, systolic blood pressure, diastolic blood pressure, heart rate, presence of diabetes, use of antihypertensive medications, number of cigarettes/day) at Year-0 and -25 examinations as independent predictors of echocardiographic outcomes at the Year-25 examination (LV end-diastolic volume [LVEDV]/height, LV end-systolic volume [LVESV]/height, LV mass [LVM]/height, and LVM/LVEDV ratio for LV structural indices; LV ejection fraction [LVEF], Ell, and Ecc for systolic indices; and early diastolic and atrial ratio, mitral annulus early peak velocity, ratio of mitral early peak velocity/mitral annulus early peak velocity; ratio, left atrial volume/height, longitudinal peak early diastolic strain rate, and circumferential peak early diastolic strain rate for diastolic indices). Compared with women, African American and white men had greater LV volume and LV mass (P<0.05). For LV systolic function, African American men had the lowest LVEF as well as longitudinal (Ell) and circumferential (Ecc) strain indices among the 4 sex/race-ethnic groups (P<0.05). For LV diastolic function, African American men and women had larger left atrial volumes; African American men had the lowest values of Ell and Ecc for diastolic strain rate (P<0.05). These race/sex differences in LV structure and LV function persisted after adjustment. Conclusions-African American men have greater LV size and lower LV systolic and diastolic function compared to African American women and to white men and women. The reasons for these racial-ethnic differences are partially but not completely explained by established cardiovascular risk factors.",40,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2047-9980,,J AM HEART ASSOC,J. Am. Heart Assoc.,MAR,2015,4,3,,,e001264,10.1161/JAHA.114.001264,11,Cardiac & Cardiovascular Systems,Cardiovascular System & Cardiology,WOS:000351520300024,25770024,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Poon, VTW; Kuk, JL; Ardern, CI",Trajectories of Metabolic Syndrome Development in Young Adults,PLOS ONE,Article,"Background: Metabolic syndrome (MetS) is a constellation of metabolic aberrations that collectively increase the risk for cardiovascular disease and type 2 diabetes. Greater understanding of MetS developments may provide insight into targeted prevention strategies for individuals at greatest risk. The purpose of this study was to i) identify distinct patterns of longitudinal MetS development and; ii) develop a character profile that differentiates groups by level of MetS risk. Methods and Results: Data from the Coronary Artery Risk Development in Young Adults (CARDIA) study (n = 3 804; 18-30 y) was obtained by limited access application from the National Heart, Lung, and Blood Institute and used for this analysis. MetS, as defined by the Harmonized criteria, was assessed over a 20 year follow-up period. Group-level trajectory analysis identified 4 distinct groups with varying rates of component development [No (23.8% of sample); Low (33.5%); Moderate (35.3%); and High MetS (7.4%)]. After adjusting for covariates, individuals in the At-Risk groups (Low, Moderate and High MetS) were more likely to be of black ethnicity (1.37, 1.14-1.66), have a family history of cardiovascular disease (1.61, 1.31-1.97) and history of dieting (1.69, 1.20-2.39) when compared to the No Risk trajectory group (No MetS). Conversely, increasing baseline education (0.76, 0.65-0.89) and aerobic fitness (0.55, 0.47-0.64) was inversely associated with At-Risk group membership. Conclusions: Results suggest distinct profiles of MetS development that can be identified by baseline risk factors. Further research is necessary to understand the clinical implication of intermediate MetS development groups with respect to overall cardiometabolic risk.",6,PUBLIC LIBRARY SCIENCE,SAN FRANCISCO,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,,PLOS ONE,PLoS One,4-Nov,2014,9,11,,,e111647,10.1371/journal.pone.0111647,10,Multidisciplinary Sciences,Science & Technology - Other Topics,WOS:000344402000082,25368999,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Gunderson, EP; Chiang, V; Pletcher, MJ; Jacobs, DR; Quesenberry, CP; Sidney, S; Lewis, CE",History of Gestational Diabetes Mellitus and Future Risk of Atherosclerosis in Mid-life: The Coronary Artery Risk Development in Young Adults Study,JOURNAL OF THE AMERICAN HEART ASSOCIATION,Article,"Background-History of gestational diabetes mellitus (GDM) increases lifetime risk of type 2 diabetes (DM) and the metabolic syndrome (MetS), which increase risk of cardiovascular disease. It is unclear, however, whether GDM increases risk of early atherosclerosis independent of pre-pregnancy obesity and subsequent metabolic disease. Methods and Results-Of 2787 women (18 to 30 years) enrolled in the Coronary Artery Risk Development in Young Adults (CARDIA) study, we studied 898 (47% black) who were free of DM and heart disease at baseline (1985-1986), delivered >= 1 post-baseline births, reported GDM history, and had common carotid intima media thickness (ccIMT, mm) measured in 2005-2006. We used multivariable linear regression to assess associations between GDM and ccIMT adjusted for race, age, parity, and pre-pregnancy cardiometabolic risk factors. We assessed mediators (weight gain, insulin resistance, blood pressure), and effect modification by incident DM or MetS during the 20-year period. Of the 898 women, 119 (13%) reported GDM (7.6 per 100 deliveries). Average age was 31 at last birth and 44 at ccIMT measurement for GDM and non-GDM groups. Unadjusted mean ccIMT was 0.023 mm higher for GDM than non-GDM groups (P=0.029), but pre-pregnancy BMI attenuated the difference to 0.016 mm (P=0.109). In 777 women without subsequent DM or the MetS, mean ccIMT was 0.023 mm higher for GDM versus non-GDM groups controlling for race, age, parity, and pre-pregnancy BMI (0.784 versus 0.761, P=0.039). Addition of pre-pregnancy insulin resistance index had minimal impact on adjusted mean net ccIMT difference (0.22 mm). Mean ccIMT did not differ by GDM status among 121 women who developed DM or the MetS (P=0.58). Conclusions-History of GDM may be a marker for early atherosclerosis independent of pre-pregnancy obesity among women who have not developed type 2 diabetes or the metabolic syndrome.",74,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2047-9980,,J AM HEART ASSOC,J. Am. Heart Assoc.,APR,2014,3,2,,,e000490,10.1161/JAHA.113.000490,9,Cardiac & Cardiovascular Systems,Cardiovascular System & Cardiology,WOS:000336798000015,24622610,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Marchese, ME; Kumar, R; Colangelo, LA; Avila, PC; Jacobs, DR; Gross, M; Sood, A; Liu, K; Cook-Mills, JM",The vitamin E isoforms alpha-tocopherol and gamma-tocopherol have opposite associations with spirometric parameters: the CARDIA study,RESPIRATORY RESEARCH,Article,"Background: Clinical studies of the associations of vitamin E with lung function have reported conflicting results. However, these reports primarily examine the alpha-tocopherol isoform of vitamin E and have not included the isoform.-tocopherol which we recently demonstrated in vitro opposes the function of a-tocopherol. We previously demonstrated, in vitro and in animal studies, that the vitamin E isoform a-tocopherol protects, but the isoform.-tocopherol promotes lung inflammation and airway hyperresponsiveness. Methods: To translate these findings to humans, we conducted analysis of 4526 adults in the Coronary Artery Risk Development in Young Adults (CARDIA) multi-center cohort with available spirometry and tocopherol data in blacks and whites. Spirometry was obtained at years 0, 5, 10, and 20 and serum tocopherol was from years 0, 7 and 15 of CARDIA. Results: In cross-sectional regression analysis at year 0, higher.-tocopherol associated with lower FEV1 (p = 0.03 in blacks and p = 0.01 in all participants) and FVC (p = 0.01 in blacks, p = 0.05 in whites, and p = 0.005 in all participants), whereas higher a-tocopherol associated with higher FVC (p = 0.04 in blacks and whites and p = 0.01 in all participants). In the lowest quartile of a-tocopherol, higher.-tocopherol associated with a lower FEV1 (p = 0.05 in blacks and p = 0.02 in all participants). In contrast, in the lowest quartile of.-tocopherol, higher a-tocopherol associated with a higher FEV1 (p = 0.03) in blacks. Serum.-tocopherol > 10 mu M was associated with a 175-545 ml lower FEV1 and FVC at ages 21-55 years. Conclusion: Increasing serum concentrations of.-tocopherol were associated with lower FEV1 or FVC, whereas increasing serum concentrations of a-tocopherol was associated with higher FEV1 or FVC. Based on the prevalence of serum.-tocopherol > 10 mu M in adults in CARDIA and the adult U. S. population in the 2011 census, we expect that the lower FEV1 and FVC at these concentrations of serum.-tocopherol occur in up to 4.5 million adults in the population.",25,BMC,LONDON,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",1465-993X,1465-9921,RESP RES,Respir. Res.,15-Mar,2014,15,,,,,10.1186/1465-9921-15-31,12,Respiratory System,Respiratory System,WOS:000334704000001,24629024,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Armstrong, AC; Gidding, SS; Colangelo, LA; Kishi, S; Liu, K; Sidney, S; Konety, S; Lewis, CE; Correia, LCL; Lima, JAC",Association of early adult modifiable cardiovascular risk factors with left atrial size over a 20-year follow-up period: the CARDIA study,BMJ OPEN,Article,"Objectives: We investigate how early adult and 20-year changes in modifiable cardiovascular risk factors (MRF) predict left atrial dimension (LAD) at age 43-55 years. Methods: The Coronary Artery Risk Development in Young Adults (CARDIA) study enrolled black and white adults (1985-1986). We included 2903 participants with echocardiography and MRF assessment in follow-up years 5 and 25. At years 5 and 25, LAD was assessed by M-mode echocardiography, then indexed to body surface area (BSA) or height. Blood pressure (BP), body mass index (BMI), heart rate (HR), smoking, alcohol use, diabetes and physical activity were defined as MRF. Associations of MRF with LAD were assessed using multivariable regression adjusted for age, ethnicity, gender and year-5 left atrial (LA) size. Results: The participants were 30+/-4 years; 55% white; 44% men. LAD and LAD/height were modest but significantly higher over the follow-up period, but LAD/BSA decreased slightly. Increased baseline and 20-year changes in BP were related to enlargement of LAD and indices. Higher baseline and changes in BMI were also related to higher LAD and LAD/height, but the opposite direction was found for LAD/BSA. Increase in baseline HR was related to lower LAD but not LAD indices, when only baseline covariates were included in the model. However, baseline and 20-year changes in HR were significantly associated to LA size. Conclusions: In a biracial cohort of young adults, the most robust predictors for LA enlargement over a 20-year follow-up period were higher BP and BMI. However, an inverse direction was found for the relationship between BMI and LAD/BSA. HR showed an inverse relation to LA size.",16,BMJ PUBLISHING GROUP,LONDON,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND",2044-6055,,BMJ OPEN,BMJ Open,,2014,4,1,,,e004001,10.1136/bmjopen-2013-004001,7,"Medicine, General & Internal",General & Internal Medicine,WOS:000337363700011,24384901,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Boone-Heinonen, J; Diez-Roux, AV; Goff, DC; Loria, CM; Kiefe, CI; Popkin, BM; Gordon-Larsen, P",The Neighborhood Energy Balance Equation: Does Neighborhood Food Retail Environment plus Physical Activity Environment = Obesity? The CARDIA Study,PLOS ONE,Article,"Background: Recent obesity prevention initiatives focus on healthy neighborhood design, but most research examines neighborhood food retail and physical activity (PA) environments in isolation. We estimated joint, interactive, and cumulative impacts of neighborhood food retail and PA environment characteristics on body mass index (BMI) throughout early adulthood. Methods and Findings: We used cohort data from the Coronary Artery Risk Development in Young Adults (CARDIA) Study [n=4,092; Year 7 (24-42 years, 1992-1993) followed over 5 exams through Year 25 (2010-2011); 12,921 person-exam observations], with linked time-varying geographic information system-derived neighborhood environment measures. Using regression with fixed effects for individuals, we modeled time-lagged BMI as a function of food and PA resource density (counts per population) and neighborhood development intensity (a composite density score). We controlled for neighborhood poverty, individual-level sociodemographics, and BMI in the prior exam; and included significant interactions between neighborhood measures and by sex. Using model coefficients, we simulated BMI reductions in response to single and combined neighborhood improvements. Simulated increase in supermarket density (from 25th to 75th percentile) predicted inter-exam reduction in BMI of 0.09 kg/m(2) [estimate (95% CI): -0.09 (-0.16, -0.02)]. Increasing commercial PA facility density predicted BMI reductions up to 0.22 kg/m(2) in men, with variation across other neighborhood features [estimate (95% CI) range: -0.14 (-0.29, 0.01) to -0.22 (-0.37, -0.08)]. Simultaneous increases in supermarket and commercial PA facility density predicted inter-exam BMI reductions up to 0.31 kg/m(2) in men [estimate (95% CI) range: -0.23 (-0.39, -0.06) to -0.31 (-0.47, -0.15)] but not women. Reduced fast food restaurant and convenience store density and increased public PA facility density and neighborhood development intensity did not predict reductions in BMI. Conclusions: Findings suggest that improvements in neighborhood food retail or PA environments may accumulate to reduce BMI, but some neighborhood changes may be less beneficial to women.",42,PUBLIC LIBRARY SCIENCE,SAN FRANCISCO,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,,PLOS ONE,PLoS One,27-Dec,2013,8,12,,,e85141,10.1371/journal.pone.0085141,11,Multidisciplinary Sciences,Science & Technology - Other Topics,WOS:000329117900126,24386458,"DOAJ Gold, Green Published",0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
